year,point,protocol,species,count
2017,Ashdod Far Semi-Shifting 1,scan,A.s,2
2017,Ashdod Far Semi-Shifting 1,scan,C.o,1
2017,Ashdod Far Semi-Shifting 1,scan,D.p,1
2017,Ashdod Far Semi-Shifting 1,scan,P.s,1
2017,Ashdod Far Semi-Shifting 1,scan,S.d,1
2017,Ashdod Far Semi-Shifting 1,trail,C.s,1
2017,Ashdod Far Semi-Shifting 1,trail,S.s,1
2017,Ashdod Far Semi-Shifting 2,scan,A.s,6
2017,Ashdod Far Semi-Shifting 2,scan,V.g,1
2017,Ashdod Far Semi-Shifting 2,trail,C.s,1
2017,Ashdod Far Semi-Shifting 2,trail,S.s,1
2017,Ashdod Far Semi-Shifting 2,trap,A.s,1
2017,Ashdod Far Semi-Shifting 2,trap,C.s,2
2017,Ashdod Far Semi-Shifting 3,scan,A.s,2
2017,Ashdod Far Semi-Shifting 3,scan,D.p,1
2017,Ashdod Far Semi-Shifting 3,scan,S.d,1
2017,Ashdod Far Semi-Shifting 3,trail,C.o,1
2017,Ashdod Far Semi-Shifting 3,trail,C.s,1
2017,Ashdod Far Semi-Shifting 3,trail,S.s,1
2017,Ashdod Far Semi-Shifting 3,trap,C.s,1
2017,Ashdod Far Shifting 1,scan,A.s,1
2017,Ashdod Far Shifting 1,scan,D.p,1
2017,Ashdod Far Shifting 1,scan,L.d,1
2017,Ashdod Far Shifting 1,trail,C.s,1
2017,Ashdod Far Shifting 1,trail,M.c,1
2017,Ashdod Far Shifting 1,trail,S.s,1
2017,Ashdod Far Shifting 1,trap,A.s,3
2017,Ashdod Far Shifting 2,scan,A.s,12
2017,Ashdod Far Shifting 2,trail,C.s,1
2017,Ashdod Far Shifting 2,trail,L.d,1
2017,Ashdod Far Shifting 2,trail,S.s,1
2017,Ashdod Far Shifting 3,scan,A.s,3
2017,Ashdod Far Shifting 3,scan,X.s,1
2017,Ashdod Far Shifting 3,trail,C.s,1
2017,Ashdod Far Shifting 3,trail,S.s,1
2017,Ashdod Far Shifting 3,trap,A.s,1
2017,Ashdod Near Semi-Shifting 1,scan,A.s,2
2017,Ashdod Near Semi-Shifting 1,scan,D.p,1
2017,Ashdod Near Semi-Shifting 1,trail,C.s,1
2017,Ashdod Near Semi-Shifting 1,trail,E.j,1
2017,Ashdod Near Semi-Shifting 1,trail,L.d,1
2017,Ashdod Near Semi-Shifting 1,trail,S.s,1
2017,Ashdod Near Semi-Shifting 2,trail,C.s,1
2017,Ashdod Near Semi-Shifting 2,trail,D.p,1
2017,Ashdod Near Semi-Shifting 2,trail,E.j,1
2017,Ashdod Near Semi-Shifting 2,trail,S.s,1
2017,Ashdod Near Semi-Shifting 2,trap,C.s,1
2017,Ashdod Near Semi-Shifting 3,scan,A.s,3
2017,Ashdod Near Semi-Shifting 3,scan,D.p,1
2017,Ashdod Near Semi-Shifting 3,scan,S.d,1
2017,Ashdod Near Semi-Shifting 3,scan,T.g,1
2017,Ashdod Near Semi-Shifting 3,trail,C.s,1
2017,Ashdod Near Semi-Shifting 3,trail,L.d,1
2017,Ashdod Near Semi-Shifting 3,trail,P.s,1
2017,Ashdod Near Semi-Shifting 3,trail,S.s,1
2017,Ashkelon Far Semi-Shifting 1,scan,A.s,3
2017,Ashkelon Far Semi-Shifting 1,scan,L.d,1
2017,Ashkelon Far Semi-Shifting 1,scan,P.s,1
2017,Ashkelon Far Semi-Shifting 1,trail,C.o,1
2017,Ashkelon Far Semi-Shifting 1,trail,C.s,1
2017,Ashkelon Far Semi-Shifting 1,trail,M.c,1
2017,Ashkelon Far Semi-Shifting 1,trail,S.d,1
2017,Ashkelon Far Semi-Shifting 1,trail,S.s,1
2017,Ashkelon Far Semi-Shifting 1,trail,X.s,1
2017,Ashkelon Far Semi-Shifting 2,scan,L.d,1
2017,Ashkelon Far Semi-Shifting 2,scan,P.s,1
2017,Ashkelon Far Semi-Shifting 2,trail,C.o,1
2017,Ashkelon Far Semi-Shifting 2,trail,C.s,1
2017,Ashkelon Far Semi-Shifting 2,trail,S.s,1
2017,Ashkelon Far Semi-Shifting 3,scan,A.s,2
2017,Ashkelon Far Semi-Shifting 3,scan,D.p,1
2017,Ashkelon Far Semi-Shifting 3,trail,C.s,1
2017,Ashkelon Far Semi-Shifting 3,trail,S.d,1
2017,Ashkelon Far Semi-Shifting 3,trail,S.s,1
2017,Ashkelon Far Shifting 1,scan,A.s,6
2017,Ashkelon Far Shifting 1,scan,L.d,1
2017,Ashkelon Far Shifting 1,scan,M.c,1
2017,Ashkelon Far Shifting 1,scan,S.d,1
2017,Ashkelon Far Shifting 1,trail,C.o,1
2017,Ashkelon Far Shifting 1,trail,C.s,1
2017,Ashkelon Far Shifting 1,trail,S.s,1
2017,Ashkelon Far Shifting 1,trap,A.s,1
2017,Ashkelon Far Shifting 2,scan,A.s,1
2017,Ashkelon Far Shifting 2,scan,D.p,1
2017,Ashkelon Far Shifting 2,scan,L.d,1
2017,Ashkelon Far Shifting 2,trail,C.s,1
2017,Ashkelon Far Shifting 2,trail,S.s,1
2017,Ashkelon Far Shifting 3,scan,A.b,1
2017,Ashkelon Far Shifting 3,scan,A.s,1
2017,Ashkelon Far Shifting 3,scan,L.d,1
2017,Ashkelon Far Shifting 3,trail,C.s,1
2017,Ashkelon Far Shifting 3,trail,E.j,1
2017,Ashkelon Far Shifting 3,trail,S.d,1
2017,Ashkelon Far Shifting 3,trail,S.s,1
2017,Ashkelon Far Shifting 3,trap,C.s,1
2017,Ashkelon Near Semi-Shifting 1,scan,L.d,1
2017,Ashkelon Near Semi-Shifting 1,scan,X.s,1
2017,Ashkelon Near Semi-Shifting 1,trail,C.o,1
2017,Ashkelon Near Semi-Shifting 1,trail,C.s,1
2017,Ashkelon Near Semi-Shifting 1,trail,D.p,1
2017,Ashkelon Near Semi-Shifting 1,trail,E.j,1
2017,Ashkelon Near Semi-Shifting 1,trail,S.s,1
2017,Ashkelon Near Semi-Shifting 1,trap,C.s,1
2017,Ashkelon Near Semi-Shifting 2,scan,A.b,2
2017,Ashkelon Near Semi-Shifting 2,scan,A.s,2
2017,Ashkelon Near Semi-Shifting 2,scan,D.p,1
2017,Ashkelon Near Semi-Shifting 2,scan,P.s,1
2017,Ashkelon Near Semi-Shifting 2,trail,C.o,1
2017,Ashkelon Near Semi-Shifting 2,trail,C.s,1
2017,Ashkelon Near Semi-Shifting 2,trail,M.c,1
2017,Ashkelon Near Semi-Shifting 2,trail,S.s,1
2017,Ashkelon Near Semi-Shifting 2,trail,X.s,1
2017,Ashkelon Near Semi-Shifting 3,scan,A.s,1
2017,Ashkelon Near Semi-Shifting 3,scan,P.s,2
2017,Ashkelon Near Semi-Shifting 3,scan,S.d,1
2017,Ashkelon Near Semi-Shifting 3,trail,C.s,1
2017,Ashkelon Near Semi-Shifting 3,trail,S.s,1
2017,Caesarea Far Semi-Shifting 1,scan,A.b,4
2017,Caesarea Far Semi-Shifting 1,scan,P.s,1
2017,Caesarea Far Semi-Shifting 1,trail,C.s,1
2017,Caesarea Far Semi-Shifting 1,trail,S.s,1
2017,Caesarea Far Semi-Shifting 2,scan,A.b,6
2017,Caesarea Far Semi-Shifting 2,scan,P.s,2
2017,Caesarea Far Semi-Shifting 2,trail,C.o,1
2017,Caesarea Far Semi-Shifting 2,trail,C.s,1
2017,Caesarea Far Semi-Shifting 2,trail,S.s,1
2017,Caesarea Far Semi-Shifting 3,scan,A.b,5
2017,Caesarea Far Semi-Shifting 3,trail,C.s,1
2017,Caesarea Far Semi-Shifting 3,trail,D.p,1
2017,Caesarea Far Semi-Shifting 3,trail,S.s,1
2017,Caesarea Far Shifting 1,scan,A.b,1
2017,Caesarea Far Shifting 1,scan,C.o,1
2017,Caesarea Far Shifting 1,scan,C.s,1
2017,Caesarea Far Shifting 1,scan,S.s,1
2017,Caesarea Far Shifting 1,trail,P.s,1
2017,Caesarea Far Shifting 2,scan,A.b,1
2017,Caesarea Far Shifting 2,scan,D.p,1
2017,Caesarea Far Shifting 2,scan,T.g,1
2017,Caesarea Far Shifting 2,trail,C.o,1
2017,Caesarea Far Shifting 2,trail,C.s,1
2017,Caesarea Far Shifting 2,trail,S.s,1
2017,Caesarea Far Shifting 3,scan,A.b,1
2017,Caesarea Far Shifting 3,scan,D.p,1
2017,Caesarea Far Shifting 3,trail,C.s,1
2017,Caesarea Far Shifting 3,trail,S.s,1
2017,Caesarea Near Semi-Shifting 1,scan,A.b,1
2017,Caesarea Near Semi-Shifting 1,scan,C.o,1
2017,Caesarea Near Semi-Shifting 1,scan,D.p,1
2017,Caesarea Near Semi-Shifting 1,scan,E.j,1
2017,Caesarea Near Semi-Shifting 1,trail,C.s,1
2017,Caesarea Near Semi-Shifting 1,trail,S.s,1
2017,Caesarea Near Semi-Shifting 1,trap,S.s,1
2017,Caesarea Near Semi-Shifting 2,scan,D.p,1
2017,Caesarea Near Semi-Shifting 2,scan,E.j,1
2017,Caesarea Near Semi-Shifting 2,trail,C.o,1
2017,Caesarea Near Semi-Shifting 2,trail,C.s,1
2017,Caesarea Near Semi-Shifting 2,trail,S.s,1
2017,Caesarea Near Semi-Shifting 2,trap,C.s,1
2017,Caesarea Near Semi-Shifting 3,scan,A.b,1
2017,Caesarea Near Semi-Shifting 3,scan,D.p,1
2017,Caesarea Near Semi-Shifting 3,scan,S.s,1
2017,Caesarea Near Semi-Shifting 3,trail,C.s,1
2017,Caesarea Near Semi-Shifting 3,trail,S.s,1
2017,Zikim Far Semi-Shifting 1,scan,A.s,1
2017,Zikim Far Semi-Shifting 1,scan,P.s,2
2017,Zikim Far Semi-Shifting 1,trail,C.o,1
2017,Zikim Far Semi-Shifting 1,trail,C.s,1
2017,Zikim Far Semi-Shifting 1,trail,E.j,1
2017,Zikim Far Semi-Shifting 1,trail,S.d,1
2017,Zikim Far Semi-Shifting 1,trail,S.s,1
2017,Zikim Far Semi-Shifting 1,trap,C.s,1
2017,Zikim Far Semi-Shifting 2,scan,A.s,4
2017,Zikim Far Semi-Shifting 2,trail,C.o,1
2017,Zikim Far Semi-Shifting 2,trail,C.s,1
2017,Zikim Far Semi-Shifting 2,trail,L.d,1
2017,Zikim Far Semi-Shifting 2,trail,S.s,1
2017,Zikim Far Semi-Shifting 2,trap,S.s,1
2017,Zikim Far Semi-Shifting 3,scan,A.s,2
2017,Zikim Far Semi-Shifting 3,scan,C.s,1
2017,Zikim Far Semi-Shifting 3,scan,D.p,1
2017,Zikim Far Semi-Shifting 3,trail,C.s,1
2017,Zikim Far Semi-Shifting 3,trail,M.c,1
2017,Zikim Far Semi-Shifting 3,trail,S.d,1
2017,Zikim Far Semi-Shifting 3,trail,S.s,1
2017,Zikim Far Semi-Shifting 3,trail,X.s,1
2017,Zikim Far Semi-Shifting 3,trap,C.s,2
2017,Zikim Far Shifting 1,scan,A.s,2
2017,Zikim Far Shifting 1,scan,L.d,1
2017,Zikim Far Shifting 1,scan,M.c,1
2017,Zikim Far Shifting 1,trail,C.s,1
2017,Zikim Far Shifting 1,trail,L.d,1
2017,Zikim Far Shifting 1,trail,M.c,1
2017,Zikim Far Shifting 1,trail,S.d,1
2017,Zikim Far Shifting 1,trail,S.s,1
2017,Zikim Far Shifting 1,trap,C.s,1
2017,Zikim Far Shifting 2,scan,A.s,1
2017,Zikim Far Shifting 2,trail,C.s,1
2017,Zikim Far Shifting 2,trail,D.p,1
2017,Zikim Far Shifting 2,trail,S.d,1
2017,Zikim Far Shifting 2,trail,S.s,1
2017,Zikim Far Shifting 3,scan,A.s,1
2017,Zikim Far Shifting 3,scan,L.d,1
2017,Zikim Far Shifting 3,trail,C.o,1
2017,Zikim Far Shifting 3,trail,C.s,1
2017,Zikim Far Shifting 3,trail,S.s,1
2017,Zikim Near Semi-Shifting 1,scan,A.s,1
2017,Zikim Near Semi-Shifting 1,scan,D.p,1
2017,Zikim Near Semi-Shifting 1,trail,C.o,1
2017,Zikim Near Semi-Shifting 1,trail,C.s,1
2017,Zikim Near Semi-Shifting 1,trail,L.d,1
2017,Zikim Near Semi-Shifting 1,trail,S.d,1
2017,Zikim Near Semi-Shifting 1,trail,S.s,1
2017,Zikim Near Semi-Shifting 1,trail,X.s,1
2017,Zikim Near Semi-Shifting 1,trap,C.s,2
2017,Zikim Near Semi-Shifting 2,scan,C.o,1
2017,Zikim Near Semi-Shifting 2,scan,E.j,1
2017,Zikim Near Semi-Shifting 2,scan,L.d,1
2017,Zikim Near Semi-Shifting 2,trail,C.o,1
2017,Zikim Near Semi-Shifting 2,trail,C.s,1
2017,Zikim Near Semi-Shifting 2,trail,S.s,1
2017,Zikim Near Semi-Shifting 2,trail,X.s,1
2017,Zikim Near Semi-Shifting 3,scan,A.b,1
2017,Zikim Near Semi-Shifting 3,scan,A.s,3
2017,Zikim Near Semi-Shifting 3,trail,C.o,1
2017,Zikim Near Semi-Shifting 3,trail,C.s,1
2017,Zikim Near Semi-Shifting 3,trail,M.c,1
2017,Zikim Near Semi-Shifting 3,trail,P.s,1
2017,Zikim Near Semi-Shifting 3,trail,S.d,1
2017,Zikim Near Semi-Shifting 3,trail,S.s,1
2019,Ashdod Far Semi-Shifting 1,scan,A.s,1
2019,Ashdod Far Semi-Shifting 1,scan,C.o,1
2019,Ashdod Far Semi-Shifting 1,scan,P.s,1
2019,Ashdod Far Semi-Shifting 1,trail,C.s,1
2019,Ashdod Far Semi-Shifting 1,trail,L.d,1
2019,Ashdod Far Semi-Shifting 1,trail,S.s,1
2019,Ashdod Far Semi-Shifting 1,trap,A.s,2
2019,Ashdod Far Semi-Shifting 1,trap,C.s,1
2019,Ashdod Far Semi-Shifting 2,scan,P.s,1
2019,Ashdod Far Semi-Shifting 2,scan,V.g,2
2019,Ashdod Far Semi-Shifting 2,trail,C.s,1
2019,Ashdod Far Semi-Shifting 2,trail,S.s,1
2019,Ashdod Far Semi-Shifting 2,trap,A.s,1
2019,Ashdod Far Semi-Shifting 3,scan,A.s,12
2019,Ashdod Far Semi-Shifting 3,scan,M.c,1
2019,Ashdod Far Semi-Shifting 3,trail,C.o,1
2019,Ashdod Far Semi-Shifting 3,trail,C.s,1
2019,Ashdod Far Semi-Shifting 3,trail,P.s,1
2019,Ashdod Far Semi-Shifting 3,trail,S.s,1
2019,Ashdod Far Shifting 1,scan,A.s,2
2019,Ashdod Far Shifting 1,scan,D.p,1
2019,Ashdod Far Shifting 1,scan,P.c,1
2019,Ashdod Far Shifting 1,scan,P.s,1
2019,Ashdod Far Shifting 1,trail,C.s,1
2019,Ashdod Far Shifting 1,trail,L.d,1
2019,Ashdod Far Shifting 1,trail,S.s,1
2019,Ashdod Far Shifting 1,trap,A.s,2
2019,Ashdod Far Shifting 1,trap,C.s,2
2019,Ashdod Far Shifting 2,scan,A.s,7
2019,Ashdod Far Shifting 2,scan,C.c,1
2019,Ashdod Far Shifting 2,scan,L.d,1
2019,Ashdod Far Shifting 2,trail,C.s,1
2019,Ashdod Far Shifting 2,trail,S.s,1
2019,Ashdod Far Shifting 3,scan,A.s,3
2019,Ashdod Far Shifting 3,scan,L.d,1
2019,Ashdod Far Shifting 3,trail,C.s,1
2019,Ashdod Far Shifting 3,trail,S.s,1
2019,Ashdod Far Shifting 3,trap,A.s,3
2019,Ashdod Near Semi-Shifting 1,scan,A.s,3
2019,Ashdod Near Semi-Shifting 1,trail,C.s,1
2019,Ashdod Near Semi-Shifting 1,trail,S.s,1
2019,Ashdod Near Semi-Shifting 1,trap,A.s,1
2019,Ashdod Near Semi-Shifting 2,scan,D.p,1
2019,Ashdod Near Semi-Shifting 2,trail,C.s,1
2019,Ashdod Near Semi-Shifting 2,trail,S.s,1
2019,Ashdod Near Semi-Shifting 3,scan,A.s,2
2019,Ashdod Near Semi-Shifting 3,scan,L.d,1
2019,Ashdod Near Semi-Shifting 3,scan,P.s,1
2019,Ashdod Near Semi-Shifting 3,scan,S.d,1
2019,Ashdod Near Semi-Shifting 3,trail,C.s,1
2019,Ashdod Near Semi-Shifting 3,trail,S.s,1
2019,Ashdod Near Semi-Shifting 3,trap,A.s,1
2019,Ashkelon Far Semi-Shifting 1,scan,A.s,8
2019,Ashkelon Far Semi-Shifting 1,trail,C.o,1
2019,Ashkelon Far Semi-Shifting 1,trail,C.s,1
2019,Ashkelon Far Semi-Shifting 1,trail,L.d,1
2019,Ashkelon Far Semi-Shifting 1,trail,M.c,1
2019,Ashkelon Far Semi-Shifting 1,trail,S.s,1
2019,Ashkelon Far Semi-Shifting 1,trap,A.s,2
2019,Ashkelon Far Semi-Shifting 2,scan,A.s,3
2019,Ashkelon Far Semi-Shifting 2,trail,C.o,1
2019,Ashkelon Far Semi-Shifting 2,trail,C.s,1
2019,Ashkelon Far Semi-Shifting 2,trail,S.d,1
2019,Ashkelon Far Semi-Shifting 2,trail,S.s,1
2019,Ashkelon Far Semi-Shifting 2,trap,C.s,1
2019,Ashkelon Far Semi-Shifting 3,scan,A.s,1
2019,Ashkelon Far Semi-Shifting 3,scan,P.s,1
2019,Ashkelon Far Semi-Shifting 3,trail,C.s,1
2019,Ashkelon Far Semi-Shifting 3,trail,L.d,1
2019,Ashkelon Far Semi-Shifting 3,trail,P.s,1
2019,Ashkelon Far Semi-Shifting 3,trail,S.s,1
2019,Ashkelon Far Shifting 1,scan,A.s,5
2019,Ashkelon Far Shifting 1,scan,D.p,1
2019,Ashkelon Far Shifting 1,scan,S.d,1
2019,Ashkelon Far Shifting 1,trail,C.o,1
2019,Ashkelon Far Shifting 1,trail,C.s,1
2019,Ashkelon Far Shifting 1,trail,S.s,1
2019,Ashkelon Far Shifting 2,scan,A.s,1
2019,Ashkelon Far Shifting 2,scan,L.d,1
2019,Ashkelon Far Shifting 2,trail,C.s,1
2019,Ashkelon Far Shifting 2,trail,S.s,1
2019,Ashkelon Far Shifting 3,scan,A.s,5
2019,Ashkelon Far Shifting 3,scan,D.p,1
2019,Ashkelon Far Shifting 3,scan,E.j,1
2019,Ashkelon Far Shifting 3,scan,L.d,1
2019,Ashkelon Far Shifting 3,trail,C.s,1
2019,Ashkelon Far Shifting 3,trail,M.c,1
2019,Ashkelon Far Shifting 3,trail,S.d,1
2019,Ashkelon Far Shifting 3,trail,S.s,1
2019,Ashkelon Near Semi-Shifting 1,scan,A.b,2
2019,Ashkelon Near Semi-Shifting 1,scan,A.s,4
2019,Ashkelon Near Semi-Shifting 1,trail,C.o,1
2019,Ashkelon Near Semi-Shifting 1,trail,C.s,1
2019,Ashkelon Near Semi-Shifting 1,trail,P.s,1
2019,Ashkelon Near Semi-Shifting 1,trail,S.s,1
2019,Ashkelon Near Semi-Shifting 1,trap,C.o,1
2019,Ashkelon Near Semi-Shifting 2,trail,C.o,1
2019,Ashkelon Near Semi-Shifting 2,trail,C.s,1
2019,Ashkelon Near Semi-Shifting 2,trail,S.d,1
2019,Ashkelon Near Semi-Shifting 2,trail,S.s,1
2019,Ashkelon Near Semi-Shifting 3,scan,P.s,1
2019,Ashkelon Near Semi-Shifting 3,trail,C.s,1
2019,Ashkelon Near Semi-Shifting 3,trail,S.s,1
2019,Ashkelon Near Semi-Shifting 3,trap,S.s,1
2019,Caesarea Far Semi-Shifting 1,scan,A.b,5
2019,Caesarea Far Semi-Shifting 1,scan,C.s,1
2019,Caesarea Far Semi-Shifting 1,scan,C.c,1
2019,Caesarea Far Semi-Shifting 1,scan,E.j,1
2019,Caesarea Far Semi-Shifting 1,trail,C.o,1
2019,Caesarea Far Semi-Shifting 1,trail,S.s,1
2019,Caesarea Far Semi-Shifting 2,scan,A.b,2
2019,Caesarea Far Semi-Shifting 2,trail,C.o,1
2019,Caesarea Far Semi-Shifting 2,trail,C.s,1
2019,Caesarea Far Semi-Shifting 2,trail,E.j,1
2019,Caesarea Far Semi-Shifting 2,trail,S.s,1
2019,Caesarea Far Semi-Shifting 2,trap,C.o,1
2019,Caesarea Far Semi-Shifting 3,scan,A.b,2
2019,Caesarea Far Semi-Shifting 3,scan,D.p,1
2019,Caesarea Far Semi-Shifting 3,trail,C.o,1
2019,Caesarea Far Semi-Shifting 3,trail,C.s,1
2019,Caesarea Far Semi-Shifting 3,trail,P.s,1
2019,Caesarea Far Semi-Shifting 3,trail,S.s,1
2019,Caesarea Far Shifting 1,scan,A.b,1
2019,Caesarea Far Shifting 1,scan,C.s,1
2019,Caesarea Far Shifting 1,scan,C.c,1
